stop_id,nombre,ciudad,provincia,latitud,longitud,num_andenes,tiene_sala_club
17000,Madrid-Chamartín-Clara Campoamor,Madrid,Madrid,40.4711789,-3.6829524,2,1
37606,Badajoz,Badajoz,Badajoz,38.890696,-6.981753,1,1
37603,Montijo,Badajoz,Badajoz,38.913539,-6.598577,4,0
37500,Mérida,Mérida,Badajoz,38.921503,-6.343794,3,0
35400,Cáceres,Cáceres,Cáceres,39.461131,-6.385679,2,1
30000,Monfragüe-Plasencia,Cáceres,Cáceres,39.937464,-6.10091,1,0
35206,Navalmoral De La Mata,Cáceres,Cáceres,39.894913,-5.545607,2,0
35203,Oropesa De Toledo,Toledo,Toledo,39.921746,-5.186137,4,0
35200,Talavera De La Reina,Talavera de la Reina,Toledo,39.970674,-4.826512,4,1
35105,Torrijos,Toledo,Toledo,39.979003,-4.283037,4,1
18000,Madrid - Atocha Cercanías,Madrid,Madrid,40.4066191,-3.6894391,5,0
35001,Leganés,Leganés,Madrid,40.328643,-3.7713161,3,1
30002,Plasencia,Cáceres,Cáceres,40.022282,-6.099397,6,1
56312,Almería,Almería,Almería,36.834951,-2.455519,3,0
56310,Huercal-Viator,Almería,Almería,36.885155,-2.436718,6,0
56200,Guadix,Granada,Granada,37.316873,-3.127209,2,1
56100,Moreda,Granada,Granada,37.431216,-3.310516,2,1
56009,Cabra del Santo Cristo Y Alicun,Cabra del Santo Cristo Y Alicun,Jaén,37.6567129,-3.262623,6,1
56004,Jodar-Ubeda,Jodar-Ubeda,Jaén,37.913343,-3.34892,1,1
50300,Linares-Baeza,Linares-Baeza,Jaén,38.068864,-3.589396,2,1
50207,Vilches,Jaén,Jaén,38.215742,-3.517576,2,1
60400,Alcazar de San Juan,Alcázar de San Juan,Ciudad Real,39.395628,-3.205744,6,0
11200,Miranda De Ebro,Miranda de Ebro,Burgos,42.691024,-2.940366,2,0
13200,Bilbao-Abando Indalecio Prieto,Bilbao,Bizkaia,43.2601304,-2.9285592,4,1
13106,Llodio,Llodio,Álava,43.1423514,-2.9606511,2,0
11511,San Sebastián/Donostia,San Sebastián,Gipuzkoa,43.3176961,-1.9767172,2,1
11208,Vitoria/Gasteiz,Vitoria-Gasteiz,Álava,42.841517,-2.672601,5,1
11300,Altsasu/Alsasua-Estación,Altsasu,Navarra,42.894847,-2.181237,6,0
11400,Zumarraga,Zumarraga,Gipuzkoa,43.0870824,-2.3202298,6,1
22308,Vigo Guixar,Vigo,Pontevedra,42.2392656,-8.7146089,4,1
94346,Porto Campanha,Porto,Portugal,41.1489,-8.58544,2,0
94021,Nine,Nine,Portugal,41.45534,-8.54513,4,0
96122,BARCELOS,Barcelos,Portugal,41.53673,-8.60907,8,1
94033,Viana D Castelo,Viana D Castelo,Portugal,41.69517,-8.83134,5,0
22402,Valenca Do Minho,Valencia Do Minho,Portugal,42.024734,-8.639745,6,0
71801,Barcelona-Sants,Barcelona,Barcelona,41.3798632,2.14101688,4,1
4104,Camp Tarragona,Tarragona,Tarragona,41.192066,1.272666,1,1
78400,Lleida-Pirineus,Lleida,Lleida,41.62013,0.63365328,7,1
4040,Zaragoza-Delicias,Zaragoza,Zaragoza,41.6586576,-0.9112693,5,1
81202,Tudela De Navarra,Tudela,Navarra,42.059434,-1.597931,2,0
81200,Castejón De Ebro,Castejón de Ebro,Navarra,42.172719,-1.692114,6,0
81108,Calahorra,Calahorra,La Rioja,42.310458,-1.957755,8,1
81100,Logroño,Logroño,La Rioja,42.457459,-2.442193,8,0
81002,Haro,Haro,La Rioja,42.583635,-2.849396,5,0
65000,Valencia-Estaciò Del Nord,Valencia,Valencia,39.4669305,-0.3772239,4,1
65402,L'Aldea-Amposta,L'Aldea,Tarragona,40.753564,0.61430923,7,1
65312,Vinaròs,Vinaròs,Castellón,40.471682,0.455727,6,0
65311,Benicarló-Peñíscola,Benicarló,Castellón,40.427639,0.415217,3,1
65300,Castelló,Castelló de la Plana,Castellón,39.9884736,-0.0523456,2,0
80100,Pamplona/Iruña,Pamplona,Navarra,42.824877,-1.661419,2,0
80108,Tafalla,Tafalla,Navarra,42.525756,-1.671467,3,1
20309,Lugo,Lugo,Lugo,43.015222,-7.552176,2,1
22100,Ourense,Ourense,Ourense,42.350389,-7.872777,7,1
20300,Monforte de Lemos,Monforte de Lemos,Lugo,42.529682,-7.503589,5,0
20305,Sarria,Sarria,Lugo,42.784049,-7.418822,2,1
60000,Madrid Pta.Atocha - Almudena Grandes,Madrid,Madrid,40.406442,-3.690886,6,1
4007,Guadalajara - Yebes,Yebes,Guadalajara,40.587315,-3.124301,2,1
70600,Calatayud,Calatayud,Zaragoza,41.346692,-1.63868,7,0
11014,Burgos Rosa Manzano,Burgos,Burgos,42.371197,-3.666308,8,0
14100,Palencia,Palencia,Palencia,42.015711,-4.534135,5,0
15100,Leon,León,León,42.596048,-5.582428,2,1
20100,Astorga,Astorga,León,42.459489,-6.047212,4,0
20111,Bembibre,Bembibre,León,42.609558,-6.422048,6,0
20200,Ponferrada,Ponferrada,León,42.545429,-6.602376,1,1
